Gender,What is your current level of study?,Which type of clothing do you prefer the most?,What do you usually  prefer  to wear for college use?,Does your college have a uniform policy?,How often you buy clothes ?,Which shopping method do you prefer?,what do you prefer in this for shopping ?,What price range do you prefer per clothing item?,What is your average spending ? (per year),Are discounts and offers important while purchasing clothes?,How confident are you while selecting clothes without assistance?,What is the main reason for regret ?,"Do you take opinions  before purchasing, if yes whose opinion?",What makes you trust a fashion brand or platform?,Which factor would make you buy a brand more frequently?,"Is there anything you would like to share about your fashion choices, shopping experience, or challenges you face while buying clothes?",average_spending,clean_feedback,cluster,feedback_sentiment
female,mba,casual wear,formals,no,1-2 months,both,"better prices, try before buying",above ₹2000,28766,yes,very confident,quality issues,friends,reviews,better prices,,28766.0,,1,Neutral
female,post-graduate,ethnic wear,mixed,no,2-3 weeks,online shopping,"more variety, convenience",above ₹2000,23321,yes,very confident,poor fit,friends,reviews,better prices,,23321.0,,0,Neutral
male,b.tech / b.e,sports wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",below ₹500,15288,no,very confident,different from images,friends,quality assurance,better quality,,15288.0,,2,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,24607,yes,very confident,no regret,friends,reviews,better prices,,24607.0,,0,Neutral
male,mba,formal wear,formals,yes,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,15625,no,very confident,different from images,friends,quality assurance,better quality,,15625.0,,2,Neutral
male,m.tech / m.e,casual wear,mixed,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,18713,sometimes,very confident,no regret,friends,quality assurance,better quality,,18713.0,,0,Neutral
female,b.tech / b.e,ethnic wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,22459,yes,very confident,price not worth it,friends,reviews,better prices,,22459.0,,0,Neutral
female,mba,casual wear,formals,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,28230,yes,very confident,no regret,friends,reviews,better prices,,28230.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",below ₹500,26722,yes,very confident,no regret,friends,reviews,better prices,,26722.0,,1,Neutral
male,b.tech / b.e,formal wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,19446,sometimes,very confident,quality issues,friends,quality assurance,better quality,,19446.0,,0,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",below ₹500,19416,yes,very confident,quality issues,friends,reviews,better prices,,19416.0,,0,Neutral
female,mbbs / medical,casual wear,jeans & t-shirts,yes,2-3 weeks,both,"better prices, try before buying",above ₹2000,15655,yes,very confident,no regret,friends,reviews,better prices,,15655.0,,2,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",above ₹2000,16526,yes,very confident,poor fit,friends,reviews,better prices,,16526.0,,2,Neutral
male,post-graduate,sports wear,formals,no,2-3 weeks,offline shopping,"better prices, try before buying",above ₹2000,19427,sometimes,very confident,price not worth it,friends,quality assurance,better quality,,19427.0,,0,Neutral
male,m.tech / m.e,formal wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",below ₹500,13328,sometimes,very confident,no regret,friends,quality assurance,better quality,,13328.0,,2,Neutral
male,post-graduate,formal wear,mixed,no,2-3 weeks,offline shopping,"better prices, try before buying",below ₹500,22899,no,very confident,different from images,friends,quality assurance,better quality,,22899.0,,0,Neutral
female,post-graduate,casual wear,jeans & t-shirts,yes,2-3 weeks,both,"better prices, try before buying",below ₹500,15771,yes,very confident,poor fit,friends,reviews,better prices,,15771.0,,2,Neutral
female,post-graduate,casual wear,casual wear,no,2-3 weeks,both,"better prices, try before buying",above ₹2000,29229,yes,very confident,different from images,friends,reviews,better prices,,29229.0,,1,Neutral
female,b.tech / b.e,ethnic wear,mixed,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,24727,yes,very confident,price not worth it,friends,reviews,better prices,,24727.0,,1,Neutral
female,b.tech / b.e,ethnic wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,28754,yes,very confident,quality issues,friends,reviews,better prices,,28754.0,,1,Neutral
male,diploma,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",below ₹500,12242,no,very confident,different from images,friends,quality assurance,better quality,,12242.0,,2,Neutral
female,b.tech / b.e,casual wear,mixed,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,24524,yes,very confident,price not worth it,friends,reviews,better prices,,24524.0,,0,Neutral
female,post-graduate,casual wear,casual wear,no,2-3 weeks,online shopping,"more variety, convenience",₹500 – ₹1000,20096,yes,very confident,different from images,friends,reviews,better prices,,20096.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,29103,yes,very confident,quality issues,friends,reviews,better prices,,29103.0,,1,Neutral
male,mbbs / medical,casual wear,mixed,yes,on festival,offline shopping,"better prices, try before buying",below ₹500,14755,sometimes,very confident,no regret,friends,quality assurance,better quality,,14755.0,,2,Neutral
male,b.tech / b.e,sports wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,26813,yes,very confident,different from images,friends,quality assurance,better quality,,26813.0,,1,Neutral
female,diploma,ethnic wear,jeans & t-shirts,yes,on festival,online shopping,"more variety, convenience",₹1001 – ₹2000,16733,yes,very confident,poor fit,friends,reviews,better prices,,16733.0,,2,Neutral
female,mba,casual wear,formals,yes,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,18798,yes,very confident,different from images,friends,reviews,better prices,,18798.0,,0,Neutral
female,mba,casual wear,jeans & t-shirts,yes,1-2 months,both,"better prices, try before buying",above ₹2000,17885,yes,very confident,quality issues,friends,reviews,better prices,,17885.0,,2,Neutral
female,diploma,ethnic wear,jeans & t-shirts,yes,on festival,both,"better prices, try before buying",below ₹500,14021,yes,very confident,price not worth it,friends,reviews,better prices,,14021.0,,2,Neutral
male,mbbs / medical,sports wear,jeans & t-shirts,yes,on festival,offline shopping,"better prices, try before buying",below ₹500,12522,sometimes,very confident,no regret,friends,quality assurance,better quality,,12522.0,,2,Neutral
female,mba,casual wear,formals,no,1-2 months,online shopping,"more variety, convenience",below ₹500,25926,yes,very confident,poor fit,friends,reviews,better prices,,25926.0,,1,Neutral
female,m.tech / m.e,casual wear,mixed,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,27424,yes,very confident,different from images,friends,reviews,better prices,,27424.0,,1,Neutral
female,b.tech / b.e,ethnic wear,mixed,yes,1-2 months,online shopping,"more variety, convenience",below ₹500,14393,yes,very confident,no regret,friends,reviews,better prices,,14393.0,,2,Neutral
male,m.tech / m.e,formal wear,casual wear,no,1-2 months,both,"better prices, try before buying",below ₹500,25460,sometimes,very confident,price not worth it,friends,quality assurance,better quality,,25460.0,,1,Neutral
male,mba,sports wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",above ₹2000,23522,yes,very confident,price not worth it,friends,quality assurance,better quality,,23522.0,,0,Neutral
male,b.tech / b.e,sports wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,23309,sometimes,very confident,different from images,friends,quality assurance,better quality,,23309.0,,0,Neutral
female,diploma,casual wear,casual wear,no,on festival,both,"better prices, try before buying",₹1001 – ₹2000,23504,yes,very confident,poor fit,friends,reviews,better prices,,23504.0,,0,Neutral
male,mbbs / medical,casual wear,jeans & t-shirts,no,on festival,offline shopping,"better prices, try before buying",below ₹500,24137,no,very confident,price not worth it,friends,quality assurance,better quality,,24137.0,,0,Neutral
female,b.tech / b.e,casual wear,formals,no,1-2 months,both,"better prices, try before buying",above ₹2000,20329,yes,very confident,poor fit,friends,reviews,better prices,,20329.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",above ₹2000,20776,yes,very confident,no regret,friends,reviews,better prices,,20776.0,,0,Neutral
female,post-graduate,casual wear,casual wear,yes,2-3 weeks,both,"better prices, try before buying",₹500 – ₹1000,18403,yes,very confident,no regret,friends,reviews,better prices,,18403.0,,0,Neutral
male,post-graduate,formal wear,formals,no,2-3 weeks,offline shopping,"better prices, try before buying",₹500 – ₹1000,20862,sometimes,very confident,quality issues,friends,quality assurance,better quality,,20862.0,,0,Neutral
female,diploma,casual wear,mixed,yes,on festival,both,"better prices, try before buying",below ₹500,16081,yes,very confident,poor fit,friends,reviews,better prices,,16081.0,,2,Neutral
male,b.tech / b.e,formal wear,jeans & t-shirts,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,19500,yes,very confident,price not worth it,friends,quality assurance,better quality,,19500.0,,0,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",above ₹2000,16673,yes,very confident,different from images,friends,reviews,better prices,,16673.0,,2,Neutral
male,mbbs / medical,formal wear,jeans & t-shirts,yes,on festival,offline shopping,"better prices, try before buying",₹500 – ₹1000,11311,sometimes,very confident,poor fit,friends,quality assurance,better quality,,11311.0,,2,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,23604,yes,very confident,poor fit,friends,reviews,better prices,,23604.0,,0,Neutral
male,m.tech / m.e,formal wear,jeans & t-shirts,no,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,23325,sometimes,very confident,quality issues,friends,quality assurance,better quality,,23325.0,,0,Neutral
male,b.tech / b.e,formal wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,22587,sometimes,very confident,different from images,friends,quality assurance,better quality,,22587.0,,0,Neutral
male,mba,casual wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,16998,yes,very confident,price not worth it,friends,quality assurance,better quality,,16998.0,,2,Neutral
female,m.tech / m.e,ethnic wear,mixed,no,1-2 months,online shopping,"more variety, convenience",below ₹500,24665,yes,very confident,price not worth it,friends,reviews,better prices,,24665.0,,1,Neutral
female,mbbs / medical,casual wear,casual wear,yes,on festival,online shopping,"more variety, convenience",₹1001 – ₹2000,16321,yes,very confident,different from images,friends,reviews,better prices,,16321.0,,2,Neutral
female,mba,ethnic wear,mixed,no,1-2 months,both,"better prices, try before buying",above ₹2000,26042,yes,very confident,price not worth it,friends,reviews,better prices,,26042.0,,1,Neutral
male,mbbs / medical,casual wear,formals,yes,2-3 weeks,offline shopping,"better prices, try before buying",₹500 – ₹1000,12141,sometimes,very confident,poor fit,friends,quality assurance,better quality,,12141.0,,2,Neutral
female,diploma,casual wear,jeans & t-shirts,yes,on festival,both,"better prices, try before buying",₹500 – ₹1000,19257,yes,very confident,price not worth it,friends,reviews,better prices,,19257.0,,0,Neutral
female,m.tech / m.e,casual wear,formals,yes,1-2 months,both,"better prices, try before buying",above ₹2000,17433,yes,very confident,quality issues,friends,reviews,better prices,,17433.0,,2,Neutral
male,diploma,formal wear,casual wear,yes,on festival,offline shopping,"better prices, try before buying",₹1001 – ₹2000,12152,no,very confident,quality issues,friends,quality assurance,better quality,,12152.0,,2,Neutral
female,post-graduate,ethnic wear,formals,no,2-3 weeks,online shopping,"more variety, convenience",above ₹2000,29521,yes,very confident,price not worth it,friends,reviews,better prices,,29521.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,20411,yes,very confident,price not worth it,friends,reviews,better prices,,20411.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",below ₹500,31790,yes,very confident,no regret,friends,reviews,better prices,,31790.0,,1,Neutral
female,mba,ethnic wear,formals,yes,1-2 months,online shopping,"more variety, convenience",above ₹2000,19190,yes,very confident,price not worth it,friends,reviews,better prices,,19190.0,,0,Neutral
female,mbbs / medical,casual wear,mixed,yes,on festival,both,"better prices, try before buying",₹1001 – ₹2000,17477,yes,very confident,different from images,friends,reviews,better prices,,17477.0,,2,Neutral
male,m.tech / m.e,sports wear,jeans & t-shirts,yes,1-2 months,both,"better prices, try before buying",above ₹2000,11667,sometimes,very confident,price not worth it,friends,quality assurance,better quality,,11667.0,,2,Neutral
